title,date,text,name
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, thank you. My time is up. And as a _x000D_
courtesy, I want to move on._x000D_
    I do hope through questioning at some point and--I know the _x000D_
President has made additional pledges to the U.N. beyond our _x000D_
normal peacekeeping budgeting. I hope at some point it will _x000D_
come to light as to where those resources are planned to come _x000D_
from. But thank you again for being here._x000D_
    Senator Cardin?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Before turning to Senator Perdue, I just want _x000D_
to thank the ranking member for bringing up an issue that is _x000D_
brought up consistently, certainly, on our side of the aisle. I _x000D_
want to thank him for that._x000D_
    I do want to just emphasize that with NATO, which I know is _x000D_
not in your jurisdiction, we have become the provider of _x000D_
security services. Our NATO allies, generally speaking, are the _x000D_
consumer of security services._x000D_
    And the same thing is happening with peacekeeping at the _x000D_
U.N. I know it is a different set of actors._x000D_
    But the very people that stymie our efforts to pursue our _x000D_
interests--China, for instance--are taking advantage of us with _x000D_
respect to sharing the peacekeeping costs. So yes, it is in our _x000D_
U.S. national interests that we have peacekeeping missions and _x000D_
that we have stability and security around the world. But I _x000D_
think we continue to be not as good as we should be at forcing _x000D_
other nations to also be responsible._x000D_
    So I want to thank Senator Cardin for bringing this _x000D_
important issue up. It is infuriating--infuriating--to have the _x000D_
lack of transparency that exists at the U.N. I think, over _x000D_
time, it will erode support. Such support is already not _x000D_
particularly high because of the many issues we see going _x000D_
unattended, like not dealing with the ballistic missiles that _x000D_
are being fired by Iran in violation of UNSCR 1929._x000D_
    So I would just say, I am glad there is bipartisan concern. _x000D_
I hope that you can address it._x000D_
    With that, Senator Perdue.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Thank you._x000D_
    Senator Cardin and I both emphasized with the Security _x000D_
Council 2 days ago that, look, let us face it. The possible _x000D_
military dimensions piece, we thought they might get a D-. They _x000D_
got an F. A total hoax. A total hoax._x000D_
    Non-action here is just going to empower them to continue _x000D_
to violate. And I think what the Ambassador just said is the _x000D_
U.N. is going to do nothing--nothing--because China and Russia _x000D_
will block that from occurring._x000D_
    So I do hope they are preparing their bilateral efforts._x000D_
    It is disappointing that, again, we provide the resources _x000D_
that we do, and yet we have countries that will not cause other _x000D_
countries to live up to their obligations and block that. So it _x000D_
is very disappointing._x000D_
    Senator Coons?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Thank you._x000D_
    Senator Gardner?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Before going on to Senator Kaine, I just want _x000D_
to reiterate, I think what Ben and I did the other day with you _x000D_
and the other members. I think regardless of how people may _x000D_
have voted on the Iran agreement, we understand that it is what _x000D_
is governing our actions right now with Iran. And I think on _x000D_
both sides of the aisle, regardless of how people voted, we _x000D_
want to make sure the agreement is implemented in the way that _x000D_
it was laid out._x000D_
    And I think there has been a concern on both sides of the _x000D_
aisle that there is an air of permissiveness that is developing _x000D_
that will cause the likelihood of any pushback on Iranian _x000D_
violations over time to become less real. And I think that is _x000D_
what he's getting at and I think what people on both sides of _x000D_
aisle have been concerned about._x000D_
    U.N. Security Council Resolution 1929 says they shall not _x000D_
undertake any ballistic activity. Unfortunately, JPOA says ``is _x000D_
called upon.'' I do not know whether Iran views that as _x000D_
permissive language._x000D_
    But this is an issue that I think many people on both sides _x000D_
of the aisle are concerned about. I cannot speak for everyone._x000D_
    And what we are seeing is, again, not very vigilant steps _x000D_
being taken, and it is setting a precedent for the future._x000D_
    With that, Senator Kaine.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Thank you. The vote has gone off, and Senator _x000D_
Isakson is next. After him is Senator Menendez._x000D_
    I would ask you, if you would, to chair the meeting while _x000D_
you are asking questions.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Okay, then Senator Murphy is next after _x000D_
Senator Menendez. If we would just keep it going, and I am _x000D_
going to bolt and come back. And thank you both very much. I _x000D_
know it will be orderly, regardless.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,    If Menendez is not back. Thank you.,corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    [Presiding] Thank you._x000D_
    Before I turn to Senator Markey, while Senator Menendez is _x000D_
here, it is true that it is highly unlikely that the U.N. _x000D_
Security Council will take any actions relative to the _x000D_
violations of UNSCR 1929. Is that correct?_x000D_
     Ambassador Power. Again, we have already taken action.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    The answer is yes._x000D_
     Ambassador Power. We have already taken action.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    But----_x000D_
     Ambassador Power. We have brought the issue to the _x000D_
Council. This is what we did----",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    But I am talking about as far as sanctions, _x000D_
penalties._x000D_
     Ambassador Power. I would not assess that----",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    It is not likely that Russia or China will go _x000D_
along with----_x000D_
     Ambassador Power. I share your assessment on Russia and _x000D_
China.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Okay, so let me just say this._x000D_
     Ambassador Power. Yes.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    When you say that it is untrue what I said, _x000D_
relative to----_x000D_
     Ambassador Power. That the administration was being more _x000D_
permissive in terms of sanctions violations. That was what I _x000D_
heard you say.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, we will see. Nothing has happened yet._x000D_
    What I said was that the leverage shifts to Iran. They are _x000D_
at breakneck speed dismantling so that they get the sanctions _x000D_
relief they are after, which we would expect. Now people _x000D_
believe that in January or February, they will get all of the _x000D_
sanctions relief they are after._x000D_
    And for you to say that snapback is a real tool when it is _x000D_
contingent upon the countries that are participating _x000D_
implementing back those sanctions, and we have countries like _x000D_
Russia and China, which probably, likely, we know, are not _x000D_
going to push back against this issue._x000D_
    If there are incremental violations, all of the leverage is _x000D_
with Iran. That is a fact. It is not incorrect. It is with Iran _x000D_
because there is no way that this administration is going to _x000D_
consider challenging an incremental violation because they know _x000D_
all Iran has to do is step out. And they know that Russia and _x000D_
China and, candidly, probably our Western friends in Europe are _x000D_
not really going to force them to comply._x000D_
    So it is a true statement, not an untrue statement, that _x000D_
the leverage ends up with Iran because they have what they _x000D_
want. We have given it up, and we have partners at the U.N. _x000D_
Security Council that are not going to cooperate with us._x000D_
    Senator Markey?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    No, I understand that. I understand they are _x000D_
dismantling antique centrifuges, and we are allowing them to _x000D_
continue development of IR-2s, IR-4s, IR-6s, IR-8s. I _x000D_
understand that._x000D_
    And look, again, I do not want to re-debate the agreement. _x000D_
What I think we are focused on right now is that the _x000D_
international community knows that they violated UNSCR 1929, _x000D_
and in essence, they are violating the spirit of JPOA, where _x000D_
they are called upon not to do this. And we all know that the _x000D_
U.N. Security Council is not going to take action._x000D_
    That is what is important to us, because we believe that _x000D_
after they get the sanctions relief, after they dismantle these _x000D_
antiques that they are using right now, these IR-1s, that they _x000D_
are going to push the envelope._x000D_
    And we believe that you and others there, by not taking _x000D_
even bilateral action yet, are helping create an air of _x000D_
permissiveness._x000D_
    Even though we like you and respect you, we have a policy _x000D_
difference here. This is not directed at you. It is directed at _x000D_
the U.N. Security Council._x000D_
    Senator Markey?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, thank you for being with us. I think _x000D_
you can see that that we are getting close to the end here._x000D_
    I do want to chase just for a moment, if I could, the _x000D_
conversation you had with Senator Kaine._x000D_
    Do your colleagues at the United Nations think that somehow _x000D_
Congress and the American people do not want to defeat ISIS?_x000D_
     Ambassador Power. I do not think they would have that _x000D_
impression. My response was that they are puzzled as to why we _x000D_
cannot come up with an authorization here together----",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    And are they puzzled by the fact that the _x000D_
administration has told us over and over and over again here at _x000D_
this committee--Secretary Kerry, Secretary Carter, the White _x000D_
House sending over notes--that they have all the authorities _x000D_
they need to continue the fight against terrorism that was _x000D_
authorized in 2001? Is that confusing to them?_x000D_
     Ambassador Power. I think, again, I was not speaking----",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    That is your----_x000D_
     Ambassador Power. If I may, I was not speaking to the _x000D_
legal authorities question. I do not think anybody questions _x000D_
whether or not the United States has the authority to carry out _x000D_
the campaign that we are carrying out._x000D_
    I think the question is, as a political symbol and as _x000D_
reinforcement of the effort that we are making, that there _x000D_
should be an ability to get consensus here.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, there is consensus. I mean, the _x000D_
President has the authority----_x000D_
     Ambassador Power. I am sorry. My response was on an AUMF, _x000D_
consensus on an AUMF.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    It is a little game that is being played. It _x000D_
is difficult for me to understand. I mean, on one hand, witness _x000D_
after witness after witness comes up here and tells us they _x000D_
have all the authorities they need. And then people like you _x000D_
and others come up and talk about how it would be nice._x000D_
    I guess I do not get it. I voted for an authorization in _x000D_
2013. I helped craft it to go against Assad. And we turned away _x000D_
from that._x000D_
    So certainly, this committee is willing to take up tough _x000D_
issues when a declaration of war is occurring._x000D_
    And has the President declared war on ISIS? Has he declared _x000D_
war on ISIS? Has he laid out a strategy publicly to defeat _x000D_
ISIS?_x000D_
    So I just want to say, I am sorry this cutesy thing that _x000D_
has been occurring recently, especially over the last 2 weeks. _x000D_
I am having difficulty understanding when I agree with the _x000D_
administration. They have every authority that they need to _x000D_
defeat and destroy ISIS._x000D_
    So I do not know what is up. Maybe the President is _x000D_
receiving criticism, and he is trying to deflect that to _x000D_
Congress somehow. I do not know what is occurring._x000D_
    But all I can say with you, I am in full agreement with the _x000D_
administration that the 2001 authorization, while certainly on _x000D_
the edges, gives them the authority to do everything they could _x000D_
possibly want to do to destroy ISIS. And I believe that _x000D_
everyone in the world, everyone in the world, understands that _x000D_
Congress wants to see that happen._x000D_
     Ambassador Power. Let me be clear. The President has _x000D_
himself, as you know, made clear that he has the authority to _x000D_
prosecute this campaign effectively. I was responding to _x000D_
Senator Kaine's comment that a number of the other countries in _x000D_
the coalition have gone through a domestic legislative process _x000D_
of----",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    They did not have the authorities to do what _x000D_
they were doing. They did not have the authorities. Is that _x000D_
correct?_x000D_
     Ambassador Power. I would have to go case by case, and I _x000D_
am not familiar with the domestic legal machinations in these _x000D_
countries.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, certainly, Great Britain's or U.K.'s _x000D_
unwillingness----_x000D_
     Ambassador Power. Yes, I think in parliamentary systems, _x000D_
they need to go through the exercise that they have gone _x000D_
through._x000D_
    I think this is a reason though that the question is a _x000D_
little bit more in the air than it has been over the last 6 _x000D_
months up in New York.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    I think it is in the air for----_x000D_
     Ambassador Power. But the President has said he has the _x000D_
authorities he needs. There is no resurrecting or surfacing _x000D_
this issue for any other reason.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    So you agree 100 percent that the President _x000D_
has the authority._x000D_
     Ambassador Power. Absolutely.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Has the President declared war on ISIS, by _x000D_
the way?_x000D_
     Ambassador Power. I believe he has said we are going to _x000D_
defeat and destroy ISIS, ISIL.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Look, we thank you for being here today and _x000D_
certainly respect the job that you have. You are very bright _x000D_
and intelligent. Sometimes I take issue with you when I feel _x000D_
like you are carrying too much the administration's line. But I _x000D_
understand sometimes you feel compelled to do so._x000D_
    I thank you for being here, and we wish you well as you _x000D_
take demonstrative action against UNSCR 1929 being violated _x000D_
over the next week or so. Thank you._x000D_
    So our next panel will consist of two more outstanding _x000D_
witnesses. The first witness is the Honorable John Negroponte, _x000D_
vice chairman of McLarty and Associates and former United _x000D_
States Permanent Representative to the U.S. Mission to the _x000D_
United Nations, the same job our former witness is occupying._x000D_
    Our second witness will be Dr. Bruce Jones, vice president _x000D_
of the Foreign Policy Program at the Brookings Institute._x000D_
    Again, we thank Ambassador Power for being here. Both of _x000D_
you have witnessed what just happened. We hope you can _x000D_
summarize your thoughts in about 5 minutes. And we look forward _x000D_
to questions._x000D_
    Again, thank you for being here._x000D_
    John, why don't you start?_x000D_
_x000D_
   STATEMENT OF HON.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Thank you so much._x000D_
    Dr. Jones?_x000D_
_x000D_
  STATEMENT OF DR.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Well, thank you both. I know we got off on a _x000D_
lot of different topics in the last panel that were a little _x000D_
different than the main subject, but it is rare we have the _x000D_
opportunity to talk to the Ambassador._x000D_
    We thank you both. We know you are both friends. And _x000D_
obviously, with just Ben and I here, even though this will all _x000D_
be part of the record, which is appreciated, this is more of a _x000D_
conversation._x000D_
    You both have experienced the frustration of seeing _x000D_
peacekeeping operations where people were being abused and _x000D_
brutalized, and yet the caveats that existed kept peacekeepers _x000D_
from really being able to intervene. So we have moved in a more _x000D_
forward manner, which from my standpoint is welcomed as we have _x000D_
seen helpless people be brutalized in certain areas._x000D_
    What are, though, some of the challenges that, from your _x000D_
perspective, we most need to think about relative to that? I _x000D_
mean, in essence, it is an extension in some cases of actually _x000D_
carrying out semi-kinetic activities, right? So what are some _x000D_
of the things that we as a body ought to be thinking about as _x000D_
we progress down that path?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Dr. Jones, you mentioned that you do not _x000D_
think it is appropriate for the U.S. to have ground troops, if _x000D_
you will, involved. As it relates to our NATO efforts, we _x000D_
obviously have everything involved, money, equipment, _x000D_
personnel. Again, we are the provider of security services. _x000D_
Unfortunately, most of the members of NATO are consumers of _x000D_
security services._x000D_
    Here, we are the largest provider of monetary resources, _x000D_
and, as I understand it, we have committed 42 officers to be _x000D_
part of peacekeeping._x000D_
    But just for the record, could you tease out why it is you _x000D_
said what you just said? You say we should not be involved with _x000D_
ground troops because?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    It is generally the same approach, as has _x000D_
been discussed by most, and that is in Syria we would like to _x000D_
have Arab faces on the ground more predominantly than Western _x000D_
faces, right? It just helps ensure that there is a more _x000D_
cohesive nature, if you will, relative to what is happening on _x000D_
the ground._x000D_
    Typically, we have had a policy, have we not, that U.S. _x000D_
troops are not going to be commanded by people other than U.S. _x000D_
officers, too? Is that correct?",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Ambassador, you have had this role. You have _x000D_
been at the United Nations. Senator Cardin, which I appreciate _x000D_
deeply, raised the issue of just our payments. We have 22 _x000D_
percent of the world's gross domestic product and yet we _x000D_
contribute 28.5 percent of the budget here._x000D_
    Our other ``associates,'' if you will, at the United _x000D_
Nations obviously are not doing their part, otherwise our _x000D_
amount would not be 28.5 percent._x000D_
    We find this same to be the case--I have referred to it now _x000D_
three times--at NATO. It is where we desire for things to _x000D_
happen, it seems more so than others, and, therefore, we end up _x000D_
being financially exposed more than others._x000D_
    You have been in this role. Tell us from your perspective _x000D_
what we as a country can do to seek equilibrium and to cause _x000D_
other countries to play their appropriate roles.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,    Senator Cardin?,corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    Thank you._x000D_
    One of the great privileges that we have around here is the _x000D_
access to people like you who are so respected and have the _x000D_
ability to share wisdom with us and experiences. We know that _x000D_
every day when we come to work, so we want to thank you for _x000D_
your continued involvement in issues of importance to our _x000D_
country. Thank you for being here today._x000D_
    As you will see, a lot of our members make themselves _x000D_
present by asking questions later. So without objection, first _x000D_
of all, the record will be open until the close of business _x000D_
Friday. But if you could respond in a fairly timely manner, _x000D_
that would also be appreciated.",corker
UNITED NATIONS PEACEKEEPING AND OPPORTUNITIES FOR REFORM,12/9/2015,"    We thank you for your service to our country, _x000D_
and we thank you for being here today._x000D_
    And with that, the meeting is adjourned.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    I call this meeting of the Foreign Relations _x000D_
Committee to order, and I want to thank General Allen for being _x000D_
here. I know he has a hard stop today at 3:30, and that he has _x000D_
meetings with CENTCOM later that he is traveling to. But I want _x000D_
to thank him for being here, and I will properly introduce him _x000D_
in just a moment._x000D_
    The President has sent forward a request for the _x000D_
authorization for the use of military force. Because of the _x000D_
nature and the way that this happened in that the conflict has _x000D_
been ongoing for about 6 months now, I think one of the things _x000D_
that most people here are concerned about is that there is a _x000D_
level of confidence in what we are doing, and that it is going _x000D_
to achieve the stated goals that the President has laid out. _x000D_
And I do not know of anybody more equipped to come before us _x000D_
today than General Allen, who has served our country with great _x000D_
distinction._x000D_
    I think many people feel decently well about what is _x000D_
happening in Iraq. I think there are a lot of questions _x000D_
relative to Syria. My sense is today you will have a number of _x000D_
questions regarding that. And we hope that what you will do, _x000D_
General Allen, is give us an honest assessment as to the end _x000D_
state that we would like to see happen in Iraq and Syria when _x000D_
we complete the activities that we are involved in, and _x000D_
understand the political and military strategy that we have _x000D_
underway, and to give us a little sense of timeframe relative _x000D_
to the various activities that are necessary._x000D_
    I was just in Iraq last week in both Baghdad and Erbil with _x000D_
our Kurdish friends, and then over in Ankara with our Turkish _x000D_
friends, and I will say that the Shia militias are everywhere _x000D_
in Iraq, as people know. General Suleimani, who is head of the _x000D_
Quds Force for Iran, has now become a celebrity in Iraq. And I _x000D_
have to say it feels very strange to be there knowing that much _x000D_
of the activity that we have underway, while it is necessary, _x000D_
is really to Iran's benefit. And I know there are a lot of _x000D_
concerns that after this activity is completed if we are _x000D_
successful with ISIS, which I know we will be, in essence, the _x000D_
next issue is going to be dealing with security of forces there _x000D_
with the Shia militias._x000D_
    I was happy to see that Turkey has gone ahead and signed an _x000D_
agreement, train and equip agreement. I am sure that is _x000D_
something that you have made happen, and thank you for that. At _x000D_
the same time, I know there are a lot of concerns right now _x000D_
about how we deal with Assad's barrel bombs as we train and _x000D_
equip these individuals. How do we protect them from the barrel _x000D_
bombs, which cause them to diminish in a greater number than _x000D_
they can be trained? And I am sure that you are going to talk _x000D_
about that._x000D_
    There is a lot of discussion, as you know, on the ground _x000D_
there about an air exclusion zone--I know you will have some _x000D_
questions about that--and just no-fly discussions. It may be _x000D_
taking place to draw Turkey more into what is happening in _x000D_
Syria itself, which I think most of it--most of us believe is _x000D_
very important._x000D_
    So as we--as I close, I just want to say we owe it to our _x000D_
nation as we consider this to know that the full range of _x000D_
America's elements of national power, diplomatic, economic, and _x000D_
military means are aligned in such a way to get to the _x000D_
administration's stated goals. Because of the nature of this _x000D_
decision, one, again, this being made after the fact, all of us _x000D_
need to have confidence that the administration is truly _x000D_
committed to achieving the stated goals that they have laid _x000D_
out. And I think your testimony here is going to be very _x000D_
valuable to us._x000D_
    And with that, I would like to turn to our distinguished _x000D_
ranking member, Senator Menendez, who has been a great partner _x000D_
on all of these issues.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Our distinguished witness today is Gen. John _x000D_
Allen, the Special Presidential Envoy for the Global Coalition _x000D_
to Counter ISIS. General Allen is a retired U.S. Marine four-_x000D_
star general, former commander of ISAF and U.S. forces in _x000D_
Afghanistan. Upon his retirement from the Marine Corps, he was _x000D_
appointed as the senior advisor to the Secretary of Defense on _x000D_
Middle East security. He is currently on a leave of absence _x000D_
from Brookings Institution, where he is codirector of the 21st _x000D_
Century Security and Intelligence Center._x000D_
    We thank you for your frankness. We thank you for your _x000D_
service to our country. We thank you for being here today. I _x000D_
know you are going to have an unusually long opening comment, _x000D_
which we appreciate, and then we will turn to questions._x000D_
_x000D_
       STATEMENT OF GEN. JOHN R. ALLEN, USMC (RETIRED), _x000D_
           SPECIAL PRESIDENTIAL ENVOY FOR THE GLOBAL _x000D_
     COALITION TO COUNTER ISIL, U.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    We thank you for the testimony and for your _x000D_
great service to our country._x000D_
    Yesterday Senator Kerry testified that he felt like that _x000D_
today the administration already has, because of the 2001 AUMF _x000D_
and the 2002 AUMF, the authority to conduct the operations that _x000D_
are being conducted in Iraq and Syria. Do you agree with that _x000D_
assessment?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Okay. So it is an interesting place that we _x000D_
find ourselves where 6 months after conflicts have begun, a new _x000D_
AUMF is being offered. And I know that in order to pursue one _x000D_
properly through Congress, it is standard process to submit _x000D_
one, which I appreciate. But it is an interesting place that _x000D_
those authorities already exist._x000D_
    The train and equip program that you have been able to _x000D_
negotiate, many concerns have been raised about the fact that _x000D_
most of the free Syrian opposition initially was targeting _x000D_
Assad. That was the reason for their being. Now we are _x000D_
organizing these against ISIS, and my understanding is we are _x000D_
going against an entirely different recruitment group to do _x000D_
that. Are we finding that to be an easy recruitment process?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    So my sense is there are, based on my _x000D_
experiences last week, there are larger groups of people that _x000D_
are willing to go against ISIS initially in this train and _x000D_
equip than some initially thought. Is that correct?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    So let me ask you this question. One of the _x000D_
big moral dilemmas I think is that as we train and equip these _x000D_
folks, we know that Assad is, in fact, barrel bombing other _x000D_
members of the Free Syrian Army today. I know that is a loose _x000D_
description of who it is that is opposing him. But my _x000D_
understanding is there have been significant discussions with _x000D_
Turkey over an air exclusion zone in the northwestern Aleppo _x000D_
area and a no-fly zone along the border. And that has been the _x000D_
issue that has hindered them actually getting more involved in _x000D_
the conflict even though they are working with us more fully _x000D_
than they have in multiple areas, some of which I will not _x000D_
mention here. That has been the issue that has kept them from _x000D_
actually getting more involved._x000D_
    It is also my understanding that that decision, the _x000D_
decision to do that, is at the President's desk. It is at the _x000D_
White House, and he has not made a decision yet as to whether _x000D_
to engage. Can you update us on that or tell us the effect of _x000D_
that decision not being made on Turkey getting more involved in _x000D_
the conflict, and helping us with those ground operations you _x000D_
were talking about earlier?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    But it is fair to say that there are some _x000D_
significant decisions that our government needs to make _x000D_
relative to those protections. And if they are made, could _x000D_
break a little bit of a logjam relative to greater involvement _x000D_
by Turkey. That would be a fair assessment. Is that correct?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,    That is right.,corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    And one final question, and then I will stop _x000D_
and turn it over to Senator Menendez. In the event that we _x000D_
needed to protect those that we are training and equipping and _x000D_
other members of the Free Syrian Army, in the event we needed _x000D_
to protect them against Assad barrel bombing them, do you _x000D_
believe that is something that needs an additional authority _x000D_
other than what is now being requested?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    You would want to make sure that we knew that _x000D_
that type of authorization was a part of anything we may do.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,    Senator Menendez.,corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,    Senator Johnson.,corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you._x000D_
    Senator Cardin.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you, sir._x000D_
    Senator Paul.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,    Senator Markey.,corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you._x000D_
    Senator Isakson.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you._x000D_
    Senator Boxer.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you._x000D_
    Senator Rubio.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you._x000D_
    Senator Kaine.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Thank you, Senator. Senator Kaine I know had _x000D_
a followup.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    And that would be in the form of some type of _x000D_
no-fly zone----",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    Very good. Well, General, I know you have got _x000D_
a hard stop in 20 minutes, and I think we have--you have _x000D_
certainly helped us in the way that we wanted you to help us. _x000D_
We appreciate your testimony._x000D_
    I would have one question, and that is you, in response to _x000D_
Senator Flake, talked about the need for Congress to be behind _x000D_
the effort that is taking place with ISIL. There have been _x000D_
differing discussions about the length of time from an AUMF _x000D_
standpoint. And is there anything about the timeframe--I know _x000D_
the President has asked for three--whether it is longer, _x000D_
shorter? Is there anything about that that you think matters at _x000D_
all relative to those that you are talking about appealing to _x000D_
our enemies and allies together?",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    And if it was shorter than that, it would _x000D_
trouble you either.",corker
THE FIGHT AGAINST ISIS: BUILDING THE COALITION AND ENSURING MILITARY EFFECTIVENESS,2/25/2015,"    No, no, no, it would not trouble us either. _x000D_
Thank you. Does the length of time really particularly matter _x000D_
to you from the standpoint of the allies and those that we are _x000D_
defeating, or is it just more Congress getting behind the _x000D_
effort in a bipartisan way?",corker
